Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-07-28,132,NIMB,Nepal Investment Mega Bank Limited,239.5,239.5,230,233.67,316952,74062817.3,235.09,295,201,2025-07-28T14:59:48.259957,236.5,968,233.67,79748.29
2,2025-07-28,133,SCB,Standard Chartered Bank Limited,660.1,664,657,658.69,42716,28136593.1,666.72,790,597.1,2025-07-28T14:59:53.743464,660.3,345,658.68,66148.08
3,2025-07-28,137,EBL,Everest Bank Limited,750,750,728,734.23,205878,151162154.9,744.89,790,567,2025-07-28T14:59:41.308646,738,811,734.23,95043.83
4,2025-07-28,141,LSL,Laxmi Sunrise Bank Limited,241,245.8,236.2,240.62,336609,80995493.2,239.65,300,201,2025-07-28T14:59:48.192225,245,688,240.62,58582.58
5,2025-07-28,147,SHL,Soaltee Hotel Limited,581.1,595,575,589.33,210958,123848362.7,590.37,636.5,455,2025-07-28T14:59:50.623759,592,586,587.07,60221.43
6,2025-07-28,149,OHL,Oriental Hotels Limited,908.5,914,895.5,903.62,17886,16166715.6,910.69,1205,838.9,2025-07-28T14:59:55.268356,910,145,903.87,10703.33
7,2025-07-28,154,CHCL,Chilime Hydropower Company Limited,565,565,545.2,555.69,141313,78205209,559.11,697,469.7,2025-07-28T14:59:43.538014,555.5,789,553.41,48802.9
8,2025-07-28,172,NABBC,Narayani Development Bank Limited,1500,1578.9,1500,1572.14,5048,7733335,1488.28,2060,530,2025-07-28T14:59:58.642418,1578.9,61,1531.96,4126.36
9,2025-07-28,176,NICL,Nepal Insurance Co. Ltd.,672,675,662,667.46,28954,19336616.5,679.22,1162,570,2025-07-28T14:59:47.197661,665,256,667.83,17010.72
10,2025-07-28,183,NIL,Neco Insurance Limited,754.28,754.28,737,744.86,32599,24178447.2,754.28,1050,663.5,2025-07-28T14:59:58.251084,747.9,313,741.69,20048.15
11,2025-07-28,188,LICN,Life Insurance Corporation (Nepal) Limited,949,949,931,942.75,22453,21058104.4,949.43,2475,830,2025-07-28T14:59:58.941195,945,309,937.87,51851.25
12,2025-07-28,192,SICL,Shikhar Insurance Co. Ltd.,810,813,800.5,807.73,27980,22478641.2,810.18,1120,708.7,2025-07-28T14:59:48.308454,813,242,803.38,23610.75
